order_id,client_id,order_date,sku_ordered,quantity,order_status,total_amount
ORD-01236,CLI-0028,2025-05-31,SKU-009,363,Completed,19409.61
ORD-01237,CLI-0037,2025-05-31,SKU-H01,405,Completed,6467.85
ORD-01238,CLI-0063,2025-05-31,SKU-005,152,Completed,27730.88
ORD-01239,CLI-0016,2025-05-31,SKU-002,119,Completed,15579.479999999998
ORD-01240,CLI-0058,2025-06-01,SKU-H01,138,Completed,2203.86
ORD-01241,CLI-0092,2025-06-01,SKU-003,277,Completed,19315.210000000003
ORD-01242,CLI-0012,2025-06-01,SKU-H01,464,Completed,7410.08
ORD-01243,CLI-0088,2025-06-01,SKU-002,482,Completed,63103.439999999995
ORD-01244,CLI-0041,2025-06-01,SKU-007,391,Completed,34396.27
ORD-01245,CLI-0045,2025-06-01,SKU-007,413,Completed,36331.61
ORD-01246,CLI-0009,2025-06-01,SKU-010,331,Completed,8152.53
ORD-01247,CLI-0070,2025-06-01,SKU-H01,198,Completed,3162.06
ORD-01248,CLI-0039,2025-06-01,SKU-009,485,Completed,25932.95
ORD-01249,CLI-0021,2025-06-01,SKU-H01,414,Completed,6611.58
ORD-01250,CLI-0091,2025-06-01,SKU-H01,408,Completed,6515.76
ORD-01251,CLI-0082,2025-06-01,SKU-015,139,Completed,18118.649999999998
ORD-01252,CLI-0066,2025-06-02,SKU-H01,164,Completed,2619.08
ORD-01253,CLI-0016,2025-06-02,SKU-007,152,Completed,13371.44
ORD-01254,CLI-0018,2025-06-02,SKU-008,171,Completed,26257.050000000003
ORD-01255,CLI-0064,2025-06-02,SKU-H01,63,Completed,1006.11
ORD-01256,CLI-0047,2025-06-02,SKU-H01,333,Completed,5318.01
ORD-01257,CLI-0074,2025-06-02,SKU-H01,238,Completed,3800.86
ORD-01258,CLI-0060,2025-06-02,SKU-016,461,Completed,80942.38
ORD-01259,CLI-0071,2025-06-02,SKU-003,116,Completed,8088.68
ORD-01260,CLI-0079,2025-06-02,SKU-H01,94,Completed,1501.18
ORD-01261,CLI-0009,2025-06-02,SKU-003,208,Completed,14503.84
ORD-01262,CLI-0051,2025-06-02,SKU-010,417,Completed,10270.71
ORD-01263,CLI-0093,2025-06-02,SKU-H01,295,Completed,4711.150000000001
ORD-01264,CLI-0068,2025-06-02,SKU-003,260,Completed,18129.8
ORD-01265,CLI-0099,2025-06-02,SKU-007,259,Completed,22784.23
ORD-01266,CLI-0074,2025-06-02,SKU-018,87,Completed,3954.15
ORD-01267,CLI-0017,2025-06-02,SKU-H01,212,Completed,3385.6400000000003
ORD-01268,CLI-0083,2025-06-02,SKU-H01,87,Completed,1389.39
ORD-01269,CLI-0058,2025-06-02,SKU-H01,288,Completed,4599.360000000001
ORD-01270,CLI-0088,2025-06-02,SKU-008,314,Completed,48214.700000000004
ORD-01271,CLI-0045,2025-06-02,SKU-H01,115,Completed,1836.5500000000002
ORD-01272,CLI-0100,2025-06-02,SKU-006,332,Completed,19046.84
ORD-01273,CLI-0076,2025-06-03,SKU-013,143,Completed,26689.519999999997
ORD-01274,CLI-0099,2025-06-03,SKU-011,116,Completed,7545.799999999999
ORD-01275,CLI-0056,2025-06-03,SKU-003,307,Completed,21407.11
ORD-01276,CLI-0008,2025-06-03,SKU-016,475,Completed,83400.5
ORD-01277,CLI-0016,2025-06-03,SKU-006,315,Completed,18071.55
ORD-01278,CLI-0020,2025-06-03,SKU-006,205,Completed,11760.85
ORD-01279,CLI-0022,2025-06-03,SKU-H01,132,Completed,2108.04
ORD-01280,CLI-0042,2025-06-03,SKU-019,413,Completed,74170.67
ORD-01281,CLI-0029,2025-06-03,SKU-H01,227,Completed,3625.19
ORD-01282,CLI-0067,2025-06-03,SKU-H01,195,Completed,3114.15
ORD-01283,CLI-0011,2025-06-03,SKU-H01,178,Completed,2842.6600000000003
ORD-01284,CLI-0026,2025-06-03,SKU-009,375,Completed,20051.25
ORD-01285,CLI-0071,2025-06-03,SKU-H01,190,Completed,3034.3
ORD-01286,CLI-0017,2025-06-03,SKU-H01,370,Completed,5908.900000000001
ORD-01287,CLI-0039,2025-06-03,SKU-H01,364,Completed,5813.08
ORD-01288,CLI-0069,2025-06-03,SKU-H01,97,Completed,1549.0900000000001
ORD-01289,CLI-0065,2025-06-03,SKU-007,378,Completed,33252.659999999996
ORD-01290,CLI-0022,2025-06-03,SKU-010,353,Completed,8694.39
ORD-01291,CLI-0075,2025-06-03,SKU-H01,128,Completed,2044.16
ORD-01292,CLI-0022,2025-06-03,SKU-004,387,Completed,41265.81
ORD-01293,CLI-0080,2025-06-03,SKU-010,418,Completed,10295.34
ORD-01294,CLI-0078,2025-06-03,SKU-H01,222,Completed,3545.34
ORD-01295,CLI-0073,2025-06-03,SKU-H01,71,Completed,1133.8700000000001
ORD-01296,CLI-0004,2025-06-03,SKU-019,91,Completed,16342.69
ORD-01297,CLI-0006,2025-06-03,SKU-007,378,Completed,33252.659999999996
ORD-01298,CLI-0099,2025-06-03,SKU-H01,345,Completed,5509.650000000001
ORD-01299,CLI-0034,2025-06-03,SKU-005,383,Completed,69874.52
ORD-01300,CLI-0027,2025-06-03,SKU-H01,442,Completed,7058.740000000001
ORD-01301,CLI-0074,2025-06-03,SKU-006,263,Completed,15088.31
ORD-01302,CLI-0080,2025-06-03,SKU-H01,377,Completed,6020.6900000000005
ORD-01303,CLI-0064,2025-06-04,SKU-H01,371,Completed,5924.87
ORD-01304,CLI-0070,2025-06-04,SKU-H01,198,Completed,3162.06
ORD-01305,CLI-0083,2025-06-04,SKU-018,204,Completed,9271.800000000001
ORD-01306,CLI-0062,2025-06-04,SKU-012,175,Completed,7110.25
ORD-01307,CLI-0088,2025-06-04,SKU-H01,257,Completed,4104.29
ORD-01308,CLI-0039,2025-06-04,SKU-H01,282,Completed,4503.54
ORD-01309,CLI-0010,2025-06-04,SKU-012,402,Completed,16333.26
ORD-01310,CLI-0008,2025-06-04,SKU-H01,130,Completed,2076.1
ORD-01311,CLI-0057,2025-06-04,SKU-H01,262,Completed,4184.14
ORD-01312,CLI-0062,2025-06-04,SKU-019,287,Completed,51542.33
ORD-01313,CLI-0044,2025-06-05,SKU-H01,360,Completed,5749.2
ORD-01314,CLI-0019,2025-06-05,SKU-009,210,Completed,11228.699999999999
ORD-01315,CLI-0092,2025-06-05,SKU-019,213,Completed,38252.67
ORD-01316,CLI-0094,2025-06-05,SKU-H01,490,Completed,7825.3
ORD-01317,CLI-0045,2025-06-05,SKU-H01,254,Completed,4056.38
ORD-01318,CLI-0017,2025-06-05,SKU-H01,439,Completed,7010.83
ORD-01319,CLI-0048,2025-06-05,SKU-015,313,Completed,40799.549999999996
ORD-01320,CLI-0072,2025-06-05,SKU-016,104,Completed,18260.32
ORD-01321,CLI-0041,2025-06-05,SKU-013,173,Completed,32288.719999999998
ORD-01322,CLI-0060,2025-06-05,SKU-H01,112,Completed,1788.64
ORD-01323,CLI-0035,2025-06-05,SKU-014,280,Completed,45791.2
ORD-01324,CLI-0032,2025-06-05,SKU-017,122,Completed,19849.399999999998
ORD-01325,CLI-0013,2025-06-05,SKU-008,75,Completed,11516.25
ORD-01326,CLI-0038,2025-06-05,SKU-018,246,Completed,11180.7
ORD-01327,CLI-0079,2025-06-05,SKU-015,264,Completed,34412.4
ORD-01328,CLI-0032,2025-06-05,SKU-010,493,Completed,12142.59
ORD-01329,CLI-0042,2025-06-06,SKU-007,345,Completed,30349.649999999998
ORD-01330,CLI-0093,2025-06-06,SKU-H01,210,Completed,3353.7000000000003
ORD-01331,CLI-0025,2025-06-06,SKU-H01,440,Completed,7026.8
ORD-01332,CLI-0021,2025-06-06,SKU-008,305,Completed,46832.75
ORD-01333,CLI-0066,2025-06-06,SKU-H01,289,Completed,4615.33
ORD-01334,CLI-0064,2025-06-06,SKU-016,500,Completed,87790.0
ORD-01335,CLI-0040,2025-06-06,SKU-Z99,304,Completed,152000.0
ORD-01336,CLI-0003,2025-06-06,SKU-012,96,Completed,3900.4800000000005
ORD-01337,CLI-0051,2025-06-06,SKU-H01,308,Completed,4918.76
ORD-01338,CLI-0059,2025-06-06,SKU-H01,173,Completed,2762.81
ORD-01339,CLI-0028,2025-06-06,SKU-H01,348,Completed,5557.56
ORD-01340,CLI-0046,2025-06-06,SKU-009,74,Completed,3956.7799999999997
ORD-01341,CLI-0007,2025-06-06,SKU-013,194,Completed,36208.159999999996
ORD-01342,CLI-0064,2025-06-06,SKU-018,355,Completed,16134.750000000002
ORD-01343,CLI-0084,2025-06-06,SKU-003,394,Completed,27473.620000000003
ORD-01344,CLI-0037,2025-06-07,SKU-017,324,Completed,52714.799999999996
ORD-01345,CLI-0002,2025-06-07,SKU-016,483,Completed,84805.14
ORD-01346,CLI-0014,2025-06-07,SKU-H01,270,Completed,4311.900000000001
ORD-01347,CLI-0018,2025-06-07,SKU-016,185,Completed,32482.300000000003
ORD-01348,CLI-0094,2025-06-07,SKU-H01,237,Completed,3784.8900000000003
ORD-01349,CLI-0098,2025-06-07,SKU-H01,256,Completed,4088.32
ORD-01350,CLI-0047,2025-06-07,SKU-009,73,Completed,3903.31
ORD-01351,CLI-0052,2025-06-07,SKU-H01,76,Completed,1213.72
ORD-01352,CLI-0073,2025-06-07,SKU-009,337,Completed,18019.39
ORD-01353,CLI-0025,2025-06-07,SKU-008,235,Completed,36084.25
ORD-01354,CLI-0071,2025-06-07,SKU-006,197,Completed,11301.89
ORD-01355,CLI-0010,2025-06-07,SKU-H01,247,Completed,3944.59
ORD-01356,CLI-0065,2025-06-07,SKU-006,280,Completed,16063.599999999999
ORD-01357,CLI-0098,2025-06-07,SKU-007,331,Completed,29118.07
ORD-01358,CLI-0036,2025-06-07,SKU-006,472,Completed,27078.64
ORD-01359,CLI-0080,2025-06-07,SKU-003,398,Completed,27752.54
ORD-01360,CLI-0079,2025-06-07,SKU-H01,110,Completed,1756.7
ORD-01361,CLI-0017,2025-06-07,SKU-007,99,Completed,8709.03
ORD-01362,CLI-0051,2025-06-07,SKU-H01,241,Completed,3848.77
ORD-01363,CLI-0044,2025-06-07,SKU-009,335,Completed,17912.45
ORD-01364,CLI-0047,2025-06-07,SKU-012,436,Completed,17714.68
ORD-01365,CLI-0019,2025-06-07,SKU-005,151,Completed,27548.44
ORD-01366,CLI-0078,2025-06-07,SKU-006,310,Completed,17784.7
ORD-01367,CLI-0052,2025-06-07,SKU-018,306,Completed,13907.7
ORD-01368,CLI-0006,2025-06-07,SKU-015,73,Completed,9515.55
ORD-01369,CLI-0018,2025-06-08,SKU-017,415,Completed,67520.5
ORD-01370,CLI-0043,2025-06-08,SKU-014,461,Completed,75391.94
ORD-01371,CLI-0061,2025-06-08,SKU-H01,315,Completed,5030.55
ORD-01372,CLI-0059,2025-06-08,SKU-H01,126,Completed,2012.22
ORD-01373,CLI-0078,2025-06-08,SKU-005,313,Completed,57103.72
ORD-01374,CLI-0018,2025-06-08,SKU-H01,217,Completed,3465.4900000000002
ORD-01375,CLI-0079,2025-06-08,SKU-004,213,Completed,22712.19
ORD-01376,CLI-0021,2025-06-08,SKU-H01,251,Completed,4008.4700000000003
ORD-01377,CLI-0079,2025-06-08,SKU-006,428,Completed,24554.36
ORD-01378,CLI-0039,2025-06-08,SKU-012,353,Completed,14342.390000000001
ORD-01379,CLI-0044,2025-06-08,SKU-011,309,Completed,20100.45
ORD-01380,CLI-0069,2025-06-09,SKU-005,300,Completed,54732.0
ORD-01381,CLI-0091,2025-06-09,SKU-014,338,Completed,55276.52
ORD-01382,CLI-0039,2025-06-09,SKU-002,293,Completed,38359.56
ORD-01383,CLI-0003,2025-06-09,SKU-017,238,Completed,38722.6
ORD-01384,CLI-0043,2025-06-09,SKU-H01,394,Completed,6292.18
ORD-01385,CLI-0015,2025-06-09,SKU-018,263,Completed,11953.35
ORD-01386,CLI-0075,2025-06-09,SKU-009,207,Completed,11068.289999999999
ORD-01387,CLI-0093,2025-06-09,SKU-H01,496,Completed,7921.12
ORD-01388,CLI-0089,2025-06-09,SKU-H01,372,Completed,5940.84
ORD-01389,CLI-0004,2025-06-09,SKU-004,355,Completed,37853.65
ORD-01390,CLI-0061,2025-06-09,SKU-H01,185,Completed,2954.4500000000003
ORD-01391,CLI-0084,2025-06-09,SKU-H01,450,Completed,7186.5
ORD-01392,CLI-0100,2025-06-09,SKU-008,346,Completed,53128.3
ORD-01393,CLI-0074,2025-06-09,SKU-005,166,Completed,30285.04
ORD-01394,CLI-0093,2025-06-09,SKU-010,76,Completed,1871.8799999999999
ORD-01395,CLI-0075,2025-06-09,SKU-018,295,Completed,13407.75
ORD-01396,CLI-0022,2025-06-09,SKU-006,318,Completed,18243.66
ORD-01397,CLI-0081,2025-06-09,SKU-007,419,Completed,36859.43
ORD-01398,CLI-0080,2025-06-09,SKU-H01,446,Completed,7122.62
ORD-01399,CLI-0049,2025-06-09,SKU-011,125,Completed,8131.25
ORD-01400,CLI-0088,2025-06-09,SKU-H01,174,Completed,2778.78
ORD-01401,CLI-0005,2025-06-09,SKU-019,343,Completed,61599.37
ORD-01402,CLI-0090,2025-06-09,SKU-014,106,Completed,17335.239999999998
ORD-01403,CLI-0025,2025-06-09,SKU-005,59,Completed,10763.96
ORD-01404,CLI-0057,2025-06-09,SKU-H01,210,Completed,3353.7000000000003
ORD-01405,CLI-0054,2025-06-09,SKU-016,127,Completed,22298.66
ORD-01406,CLI-0089,2025-06-10,SKU-014,154,Completed,25185.16
ORD-01407,CLI-0053,2025-06-10,SKU-H01,306,Completed,4886.820000000001
ORD-01408,CLI-0100,2025-06-10,SKU-H01,363,Completed,5797.110000000001
ORD-01409,CLI-0061,2025-06-10,SKU-014,496,Completed,81115.84
ORD-01410,CLI-0095,2025-06-10,SKU-H01,422,Completed,6739.34
ORD-01411,CLI-0008,2025-06-10,SKU-017,411,Completed,66869.7
ORD-01412,CLI-0018,2025-06-10,SKU-002,315,Completed,41239.799999999996
ORD-01413,CLI-0027,2025-06-10,SKU-H01,337,Completed,5381.89
ORD-01414,CLI-0042,2025-06-10,SKU-014,389,Completed,63617.06
ORD-01415,CLI-0062,2025-06-10,SKU-H01,319,Completed,5094.43
ORD-01416,CLI-0049,2025-06-10,SKU-005,210,Completed,38312.4
ORD-01417,CLI-0023,2025-06-10,SKU-H01,285,Completed,4551.45
ORD-01418,CLI-0069,2025-06-10,SKU-H01,225,Completed,3593.25
ORD-01419,CLI-0070,2025-06-10,SKU-009,231,Completed,12351.57
ORD-01420,CLI-0087,2025-06-10,SKU-005,445,Completed,81185.8
ORD-01421,CLI-0093,2025-06-10,SKU-007,398,Completed,35012.06
ORD-01422,CLI-0083,2025-06-10,SKU-014,461,Completed,75391.94
ORD-01423,CLI-0089,2025-06-10,SKU-009,185,Completed,9891.949999999999
ORD-01424,CLI-0079,2025-06-10,SKU-H01,297,Completed,4743.09
ORD-01425,CLI-0025,2025-06-10,SKU-H01,176,Completed,2810.7200000000003
ORD-01426,CLI-0036,2025-06-10,SKU-017,335,Completed,54504.49999999999
ORD-01427,CLI-0039,2025-06-10,SKU-013,165,Completed,30795.6
ORD-01428,CLI-0039,2025-06-10,SKU-006,444,Completed,25472.28
ORD-01429,CLI-0091,2025-06-11,SKU-H01,156,Completed,2491.32
ORD-01430,CLI-0089,2025-06-11,SKU-H01,410,Completed,6547.7
ORD-01431,CLI-0063,2025-06-11,SKU-012,212,Completed,8613.560000000001
ORD-01432,CLI-0062,2025-06-11,SKU-015,228,Completed,29719.8
ORD-01433,CLI-0072,2025-06-11,SKU-010,457,Completed,11255.91
ORD-01434,CLI-0093,2025-06-11,SKU-014,190,Completed,31072.6
ORD-01435,CLI-0037,2025-06-11,SKU-013,112,Completed,20903.68
ORD-01436,CLI-0074,2025-06-11,SKU-H01,396,Completed,6324.12
ORD-01437,CLI-0070,2025-06-11,SKU-002,244,Completed,31944.479999999996
ORD-01438,CLI-0051,2025-06-11,SKU-H01,469,Completed,7489.93
ORD-01439,CLI-0045,2025-06-11,SKU-H01,445,Completed,7106.650000000001
ORD-01440,CLI-0019,2025-06-11,SKU-016,198,Completed,34764.840000000004
ORD-01441,CLI-0006,2025-06-11,SKU-004,197,Completed,21006.11
ORD-01442,CLI-0092,2025-06-11,SKU-006,90,Completed,5163.3
ORD-01443,CLI-0045,2025-06-11,SKU-H01,276,Completed,4407.72
ORD-01444,CLI-0084,2025-06-11,SKU-H01,181,Completed,2890.57
ORD-01445,CLI-0096,2025-06-11,SKU-H01,295,Completed,4711.150000000001
ORD-01446,CLI-0028,2025-06-11,SKU-H01,153,Completed,2443.4100000000003
ORD-01447,CLI-0069,2025-06-11,SKU-009,188,Completed,10052.36
ORD-01448,CLI-0090,2025-06-12,SKU-H01,189,Completed,3018.33
ORD-01449,CLI-0018,2025-06-12,SKU-009,105,Completed,5614.349999999999
ORD-01450,CLI-0079,2025-06-12,SKU-H01,429,Completed,6851.13
ORD-01451,CLI-0076,2025-06-12,SKU-H01,172,Completed,2746.84
ORD-01452,CLI-0032,2025-06-12,SKU-H01,75,Completed,1197.75
ORD-01453,CLI-0086,2025-06-12,SKU-008,321,Completed,49289.55
ORD-01454,CLI-0029,2025-06-12,SKU-010,376,Completed,9260.88
ORD-01455,CLI-0030,2025-06-12,SKU-003,76,Completed,5299.4800000000005
ORD-01456,CLI-0013,2025-06-12,SKU-003,261,Completed,18199.530000000002
ORD-01457,CLI-0043,2025-06-12,SKU-011,417,Completed,27125.85
ORD-01458,CLI-0061,2025-06-12,SKU-H01,101,Completed,1612.97
ORD-01459,CLI-0088,2025-06-12,SKU-H01,444,Completed,7090.68
ORD-01460,CLI-0018,2025-06-12,SKU-014,52,Completed,8504.08
ORD-01461,CLI-0071,2025-06-12,SKU-008,130,Completed,19961.5
ORD-01462,CLI-0053,2025-06-12,SKU-H01,384,Completed,6132.4800000000005
ORD-01463,CLI-0061,2025-06-12,SKU-017,294,Completed,47833.799999999996
ORD-01464,CLI-0084,2025-06-12,SKU-013,152,Completed,28369.28
ORD-01465,CLI-0097,2025-06-12,SKU-H01,197,Completed,3146.09
ORD-01466,CLI-0042,2025-06-12,SKU-009,196,Completed,10480.119999999999
ORD-01467,CLI-0083,2025-06-12,SKU-007,80,Completed,7037.6
ORD-01468,CLI-0099,2025-06-12,SKU-002,95,Completed,12437.4
ORD-01469,CLI-0084,2025-06-12,SKU-H01,343,Completed,5477.71
ORD-01470,CLI-0030,2025-06-12,SKU-H01,323,Completed,5158.31
ORD-01471,CLI-0095,2025-06-12,SKU-008,420,Completed,64491.00000000001
ORD-01472,CLI-0005,2025-06-12,SKU-003,139,Completed,9692.470000000001
ORD-01473,CLI-0054,2025-06-12,SKU-015,478,Completed,62307.299999999996
ORD-01474,CLI-0023,2025-06-12,SKU-010,68,Completed,1674.84
ORD-01475,CLI-0064,2025-06-13,SKU-H01,145,Completed,2315.65
ORD-01476,CLI-0096,2025-06-13,SKU-009,496,Completed,26521.12
ORD-01477,CLI-0038,2025-06-13,SKU-H01,498,Completed,7953.06
ORD-01478,CLI-0005,2025-06-13,SKU-007,54,Completed,4750.38
ORD-01479,CLI-0039,2025-06-13,SKU-010,340,Completed,8374.199999999999
ORD-01480,CLI-0078,2025-06-13,SKU-H01,104,Completed,1660.88
ORD-01481,CLI-0043,2025-06-13,SKU-003,195,Completed,13597.35
ORD-01482,CLI-0059,2025-06-13,SKU-H01,378,Completed,6036.66
ORD-01483,CLI-0070,2025-06-13,SKU-H01,318,Completed,5078.46
ORD-01484,CLI-0064,2025-06-13,SKU-H01,118,Completed,1884.46
ORD-01485,CLI-0065,2025-06-13,SKU-H01,289,Completed,4615.33
ORD-01486,CLI-0035,2025-06-13,SKU-Z99,148,Completed,74000.0
ORD-01487,CLI-0015,2025-06-13,SKU-003,219,Completed,15270.87
ORD-01488,CLI-0021,2025-06-13,SKU-H01,424,Completed,6771.280000000001
ORD-01489,CLI-0059,2025-06-13,SKU-007,381,Completed,33516.57
ORD-01490,CLI-0033,2025-06-13,SKU-H01,417,Completed,6659.490000000001
ORD-01491,CLI-0024,2025-06-13,SKU-019,57,Completed,10236.630000000001
ORD-01492,CLI-0095,2025-06-13,SKU-009,222,Completed,11870.34
ORD-01493,CLI-0038,2025-06-13,SKU-012,340,Completed,13814.2
ORD-01494,CLI-0087,2025-06-13,SKU-H01,437,Completed,6978.89
ORD-01495,CLI-0025,2025-06-13,SKU-002,139,Completed,18197.879999999997
ORD-01496,CLI-0079,2025-06-13,SKU-002,488,Completed,63888.95999999999
ORD-01497,CLI-0052,2025-06-14,SKU-014,473,Completed,77354.42
ORD-01498,CLI-0055,2025-06-14,SKU-H01,313,Completed,4998.610000000001
ORD-01499,CLI-0042,2025-06-14,SKU-H01,94,Completed,1501.18
ORD-01500,CLI-0052,2025-06-14,SKU-019,392,Completed,70399.28
ORD-01501,CLI-0013,2025-06-14,SKU-004,144,Completed,15354.72
ORD-01502,CLI-0018,2025-06-14,SKU-H01,294,Completed,4695.18
ORD-01503,CLI-0042,2025-06-14,SKU-H01,177,Completed,2826.69
ORD-01504,CLI-0001,2025-06-14,SKU-019,183,Completed,32864.97
ORD-01505,CLI-0050,2025-06-14,SKU-H01,170,Completed,2714.9
ORD-01506,CLI-0058,2025-06-14,SKU-012,435,Completed,17674.050000000003
ORD-01507,CLI-0035,2025-06-14,SKU-013,218,Completed,40687.52
ORD-01508,CLI-0039,2025-06-14,SKU-H01,348,Completed,5557.56
ORD-01509,CLI-0093,2025-06-14,SKU-010,343,Completed,8448.09
ORD-01510,CLI-0002,2025-06-14,SKU-H01,183,Completed,2922.51
ORD-01511,CLI-0084,2025-06-14,SKU-H01,234,Completed,3736.98
ORD-01512,CLI-0089,2025-06-14,SKU-013,170,Completed,31728.8
ORD-01513,CLI-0008,2025-06-14,SKU-016,391,Completed,68651.78
ORD-01514,CLI-0016,2025-06-14,SKU-008,288,Completed,44222.4
ORD-01515,CLI-0040,2025-06-14,SKU-005,131,Completed,23899.64
ORD-01516,CLI-0052,2025-06-14,SKU-H01,401,Completed,6403.97
ORD-01517,CLI-0065,2025-06-14,SKU-H01,410,Completed,6547.7
ORD-01518,CLI-0099,2025-06-14,SKU-H01,209,Completed,3337.73
ORD-01519,CLI-0089,2025-06-14,SKU-H01,110,Completed,1756.7
ORD-01520,CLI-0082,2025-06-14,SKU-H01,201,Completed,3209.9700000000003
ORD-01521,CLI-0048,2025-06-14,SKU-H01,364,Completed,5813.08
ORD-01522,CLI-0029,2025-06-14,SKU-H01,162,Completed,2587.1400000000003
ORD-01523,CLI-0018,2025-06-14,SKU-H01,294,Completed,4695.18
ORD-01524,CLI-0020,2025-06-14,SKU-005,282,Completed,51448.08
ORD-01525,CLI-0096,2025-06-14,SKU-014,360,Completed,58874.399999999994
ORD-01526,CLI-0048,2025-06-14,SKU-H01,262,Completed,4184.14
ORD-01527,CLI-0061,2025-06-15,SKU-018,437,Completed,19861.65
ORD-01528,CLI-0069,2025-06-15,SKU-016,460,Completed,80766.8
ORD-01529,CLI-0086,2025-06-15,SKU-H01,472,Completed,7537.84
ORD-01530,CLI-0028,2025-06-15,SKU-013,440,Completed,82121.59999999999
ORD-01531,CLI-0032,2025-06-15,SKU-007,398,Completed,35012.06
ORD-01532,CLI-0097,2025-06-15,SKU-007,355,Completed,31229.35
ORD-01533,CLI-0011,2025-06-15,SKU-H01,319,Completed,5094.43
ORD-01534,CLI-0058,2025-06-15,SKU-005,320,Completed,58380.8
ORD-01535,CLI-0091,2025-06-15,SKU-H01,235,Completed,3752.9500000000003
ORD-01536,CLI-0010,2025-06-15,SKU-006,338,Completed,19391.059999999998
ORD-01537,CLI-0015,2025-06-15,SKU-008,81,Completed,12437.550000000001
ORD-01538,CLI-0071,2025-06-15,SKU-010,308,Completed,7586.04
ORD-01539,CLI-0026,2025-06-15,SKU-006,343,Completed,19677.91
ORD-01540,CLI-0069,2025-06-15,SKU-011,126,Completed,8196.3
ORD-01541,CLI-0022,2025-06-15,SKU-H01,217,Completed,3465.4900000000002
ORD-01542,CLI-0067,2025-06-15,SKU-H01,276,Completed,4407.72
ORD-01543,CLI-0015,2025-06-15,SKU-014,398,Completed,65088.92
ORD-01544,CLI-0027,2025-06-15,SKU-H01,417,Completed,6659.490000000001
ORD-01545,CLI-0075,2025-06-15,SKU-H01,300,Completed,4791.0
ORD-01546,CLI-0012,2025-06-15,SKU-H01,311,Completed,4966.67
ORD-01547,CLI-0058,2025-06-15,SKU-H01,464,Completed,7410.08
ORD-01548,CLI-0008,2025-06-15,SKU-019,282,Completed,50644.38
ORD-01549,CLI-0017,2025-06-15,SKU-007,312,Completed,27446.64
ORD-01550,CLI-0054,2025-06-15,SKU-018,283,Completed,12862.35
ORD-01551,CLI-0073,2025-06-15,SKU-007,79,Completed,6949.63
ORD-01552,CLI-0072,2025-06-15,SKU-004,286,Completed,30496.18
ORD-01553,CLI-0087,2025-06-15,SKU-H01,463,Completed,7394.110000000001
ORD-01554,CLI-0093,2025-06-16,SKU-008,61,Completed,9366.550000000001
ORD-01555,CLI-0051,2025-06-16,SKU-H01,180,Completed,2874.6
ORD-01556,CLI-0001,2025-06-16,SKU-017,431,Completed,70123.7
ORD-01557,CLI-0028,2025-06-16,SKU-015,346,Completed,45101.1
ORD-01558,CLI-0010,2025-06-16,SKU-H01,73,Completed,1165.81
ORD-01559,CLI-0055,2025-06-16,SKU-018,226,Completed,10271.7
ORD-01560,CLI-0090,2025-06-16,SKU-014,82,Completed,13410.279999999999
ORD-01561,CLI-0070,2025-06-16,SKU-010,80,Completed,1970.3999999999999
ORD-01562,CLI-0009,2025-06-16,SKU-H01,291,Completed,4647.27
ORD-01563,CLI-0005,2025-06-16,SKU-004,196,Completed,20899.48
ORD-01564,CLI-0053,2025-06-16,SKU-005,142,Completed,25906.48
ORD-01565,CLI-0099,2025-06-16,SKU-H01,119,Completed,1900.43
ORD-01566,CLI-0099,2025-06-16,SKU-H01,378,Completed,6036.66
ORD-01567,CLI-0094,2025-06-16,SKU-013,380,Completed,70923.2
ORD-01568,CLI-0054,2025-06-16,SKU-H01,241,Completed,3848.77
ORD-01569,CLI-0049,2025-06-16,SKU-007,279,Completed,24543.63
ORD-01570,CLI-0049,2025-06-16,SKU-018,242,Completed,10998.900000000001
ORD-01571,CLI-0011,2025-06-16,SKU-016,399,Completed,70056.42
ORD-01572,CLI-0085,2025-06-16,SKU-H01,497,Completed,7937.09
ORD-01573,CLI-0018,2025-06-17,SKU-015,384,Completed,50054.399999999994
ORD-01574,CLI-0045,2025-06-17,SKU-H01,110,Completed,1756.7
ORD-01575,CLI-0023,2025-06-17,SKU-H01,325,Completed,5190.25
ORD-01576,CLI-0051,2025-06-17,SKU-008,320,Completed,49136.0
ORD-01577,CLI-0017,2025-06-17,SKU-H01,422,Completed,6739.34
ORD-01578,CLI-0029,2025-06-17,SKU-H01,477,Completed,7617.6900000000005
ORD-01579,CLI-0001,2025-06-17,SKU-007,437,Completed,38442.89
ORD-01580,CLI-0003,2025-06-17,SKU-H01,202,Completed,3225.94
ORD-01581,CLI-0060,2025-06-17,SKU-H01,394,Completed,6292.18
ORD-01582,CLI-0093,2025-06-17,SKU-004,328,Completed,34974.64
ORD-01583,CLI-0055,2025-06-17,SKU-012,322,Completed,13082.86
ORD-01584,CLI-0049,2025-06-17,SKU-008,471,Completed,72322.05
ORD-01585,CLI-0030,2025-06-17,SKU-H01,176,Completed,2810.7200000000003
ORD-01586,CLI-0059,2025-06-17,SKU-002,227,Completed,29718.839999999997
ORD-01587,CLI-0020,2025-06-17,SKU-H01,191,Completed,3050.27
ORD-01588,CLI-0025,2025-06-17,SKU-H01,498,Completed,7953.06
ORD-01589,CLI-0093,2025-06-17,SKU-013,441,Completed,82308.23999999999
ORD-01590,CLI-0015,2025-06-17,SKU-H01,66,Completed,1054.02
