shipment_id,order_id,carrier_name,dispatch_date,promised_delivery_date,actual_delivery_date
SHP-ORD-01377,ORD-01377,FedEx,2025-06-09,2025-06-14,2025-06-15
SHP-ORD-01378,ORD-01378,DHL,2025-06-09,2025-06-14,2025-06-14
SHP-ORD-01379,ORD-01379,Carrier B,2025-06-09,2025-06-14,2025-06-15
SHP-ORD-01380,ORD-01380,DHL,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01381,ORD-01381,DHL,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01382,ORD-01382,DHL,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01383,ORD-01383,DHL,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01384,ORD-01384,DHL,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01385,ORD-01385,DHL,2025-06-10,2025-06-15,2025-06-17
SHP-ORD-01386,ORD-01386,DHL,2025-06-10,2025-06-15,2025-06-17
SHP-ORD-01387,ORD-01387,FedEx,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01388,ORD-01388,Carrier B,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01389,ORD-01389,DHL,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01390,ORD-01390,FedEx,2025-06-10,2025-06-15,2025-06-17
SHP-ORD-01391,ORD-01391,DHL,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01392,ORD-01392,FedEx,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01393,ORD-01393,FedEx,2025-06-10,2025-06-15,2025-06-17
SHP-ORD-01394,ORD-01394,FedEx,2025-06-10,2025-06-15,2025-06-17
SHP-ORD-01395,ORD-01395,DHL,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01396,ORD-01396,Carrier B,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01397,ORD-01397,DHL,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01398,ORD-01398,DHL,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01399,ORD-01399,DHL,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01400,ORD-01400,FedEx,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01401,ORD-01401,FedEx,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01402,ORD-01402,DHL,2025-06-10,2025-06-15,2025-06-16
SHP-ORD-01403,ORD-01403,Carrier B,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01404,ORD-01404,DHL,2025-06-10,2025-06-15,2025-06-15
SHP-ORD-01405,ORD-01405,DHL,2025-06-10,2025-06-15,2025-06-17
SHP-ORD-01406,ORD-01406,Carrier B,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01407,ORD-01407,FedEx,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01408,ORD-01408,DHL,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01409,ORD-01409,DHL,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01410,ORD-01410,DHL,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01411,ORD-01411,FedEx,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01412,ORD-01412,DHL,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01413,ORD-01413,DHL,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01414,ORD-01414,FedEx,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01415,ORD-01415,DHL,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01416,ORD-01416,FedEx,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01417,ORD-01417,Carrier B,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01418,ORD-01418,DHL,2025-06-11,2025-06-16,2025-06-17
SHP-ORD-01419,ORD-01419,Carrier B,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01420,ORD-01420,FedEx,2025-06-11,2025-06-16,2025-06-17
SHP-ORD-01421,ORD-01421,FedEx,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01422,ORD-01422,FedEx,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01423,ORD-01423,FedEx,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01424,ORD-01424,FedEx,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01425,ORD-01425,DHL,2025-06-11,2025-06-16,2025-06-16
SHP-ORD-01426,ORD-01426,FedEx,2025-06-11,2025-06-16,2025-06-18
SHP-ORD-01427,ORD-01427,DHL,2025-06-11,2025-06-16,2025-06-17
SHP-ORD-01428,ORD-01428,FedEx,2025-06-11,2025-06-16,2025-06-17
SHP-ORD-01429,ORD-01429,DHL,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01430,ORD-01430,DHL,2025-06-12,2025-06-17,2025-06-19
SHP-ORD-01431,ORD-01431,DHL,2025-06-12,2025-06-17,2025-06-18
SHP-ORD-01432,ORD-01432,Carrier B,2025-06-12,2025-06-17,2025-06-19
SHP-ORD-01433,ORD-01433,FedEx,2025-06-12,2025-06-17,2025-06-19
SHP-ORD-01434,ORD-01434,DHL,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01435,ORD-01435,DHL,2025-06-12,2025-06-17,2025-06-19
SHP-ORD-01436,ORD-01436,DHL,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01437,ORD-01437,DHL,2025-06-12,2025-06-17,2025-06-18
SHP-ORD-01438,ORD-01438,DHL,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01439,ORD-01439,DHL,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01440,ORD-01440,DHL,2025-06-12,2025-06-17,2025-06-19
SHP-ORD-01441,ORD-01441,Carrier B,2025-06-12,2025-06-17,2025-06-18
SHP-ORD-01442,ORD-01442,Carrier B,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01443,ORD-01443,FedEx,2025-06-12,2025-06-17,2025-06-19
SHP-ORD-01444,ORD-01444,FedEx,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01445,ORD-01445,Carrier B,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01446,ORD-01446,Carrier B,2025-06-12,2025-06-17,2025-06-17
SHP-ORD-01447,ORD-01447,FedEx,2025-06-12,2025-06-17,2025-06-18
SHP-ORD-01448,ORD-01448,FedEx,2025-06-13,2025-06-18,2025-06-20
SHP-ORD-01449,ORD-01449,Carrier B,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01450,ORD-01450,DHL,2025-06-13,2025-06-18,2025-06-20
SHP-ORD-01451,ORD-01451,FedEx,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01452,ORD-01452,DHL,2025-06-13,2025-06-18,2025-06-18
SHP-ORD-01453,ORD-01453,Carrier B,2025-06-13,2025-06-18,2025-06-20
SHP-ORD-01454,ORD-01454,Carrier B,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01455,ORD-01455,DHL,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01456,ORD-01456,DHL,2025-06-13,2025-06-18,2025-06-18
SHP-ORD-01457,ORD-01457,FedEx,2025-06-13,2025-06-18,2025-06-18
SHP-ORD-01458,ORD-01458,Carrier B,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01459,ORD-01459,FedEx,2025-06-13,2025-06-18,2025-06-20
SHP-ORD-01460,ORD-01460,Carrier B,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01461,ORD-01461,FedEx,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01462,ORD-01462,Carrier B,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01463,ORD-01463,FedEx,2025-06-13,2025-06-18,2025-06-20
SHP-ORD-01464,ORD-01464,DHL,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01465,ORD-01465,FedEx,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01466,ORD-01466,DHL,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01467,ORD-01467,Carrier B,2025-06-13,2025-06-18,2025-06-20
SHP-ORD-01468,ORD-01468,DHL,2025-06-13,2025-06-18,2025-06-18
SHP-ORD-01469,ORD-01469,DHL,2025-06-13,2025-06-18,2025-06-18
SHP-ORD-01470,ORD-01470,FedEx,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01471,ORD-01471,Carrier B,2025-06-13,2025-06-18,2025-06-18
SHP-ORD-01472,ORD-01472,DHL,2025-06-13,2025-06-18,2025-06-19
SHP-ORD-01473,ORD-01473,DHL,2025-06-13,2025-06-18,2025-06-18
SHP-ORD-01474,ORD-01474,DHL,2025-06-13,2025-06-18,2025-06-20
SHP-ORD-01475,ORD-01475,DHL,2025-06-14,2025-06-19,2025-06-19
SHP-ORD-01476,ORD-01476,DHL,2025-06-14,2025-06-19,2025-06-19
SHP-ORD-01477,ORD-01477,DHL,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01478,ORD-01478,DHL,2025-06-14,2025-06-19,2025-06-19
SHP-ORD-01479,ORD-01479,Carrier B,2025-06-14,2025-06-19,2025-06-20
SHP-ORD-01480,ORD-01480,Carrier B,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01481,ORD-01481,FedEx,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01482,ORD-01482,FedEx,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01483,ORD-01483,FedEx,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01484,ORD-01484,FedEx,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01485,ORD-01485,DHL,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01486,ORD-01486,Carrier B,2025-06-14,2025-06-19,2025-06-20
SHP-ORD-01487,ORD-01487,FedEx,2025-06-14,2025-06-19,2025-06-19
SHP-ORD-01488,ORD-01488,DHL,2025-06-14,2025-06-19,2025-06-20
SHP-ORD-01489,ORD-01489,Carrier B,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01490,ORD-01490,Carrier B,2025-06-14,2025-06-19,2025-06-19
SHP-ORD-01491,ORD-01491,DHL,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01492,ORD-01492,DHL,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01493,ORD-01493,DHL,2025-06-14,2025-06-19,2025-06-19
SHP-ORD-01494,ORD-01494,FedEx,2025-06-14,2025-06-19,2025-06-20
SHP-ORD-01495,ORD-01495,FedEx,2025-06-14,2025-06-19,2025-06-21
SHP-ORD-01496,ORD-01496,FedEx,2025-06-14,2025-06-19,2025-06-19
SHP-ORD-01497,ORD-01497,FedEx,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01498,ORD-01498,Carrier B,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01499,ORD-01499,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01500,ORD-01500,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01501,ORD-01501,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01502,ORD-01502,FedEx,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01503,ORD-01503,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01504,ORD-01504,Carrier B,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01505,ORD-01505,FedEx,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01506,ORD-01506,FedEx,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01507,ORD-01507,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01508,ORD-01508,DHL,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01509,ORD-01509,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01510,ORD-01510,DHL,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01511,ORD-01511,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01512,ORD-01512,FedEx,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01513,ORD-01513,FedEx,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01514,ORD-01514,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01515,ORD-01515,Carrier B,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01516,ORD-01516,Carrier B,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01517,ORD-01517,Carrier B,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01518,ORD-01518,DHL,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01519,ORD-01519,DHL,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01520,ORD-01520,DHL,2025-06-15,2025-06-20,2025-06-22
SHP-ORD-01521,ORD-01521,Carrier B,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01522,ORD-01522,FedEx,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01523,ORD-01523,DHL,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01524,ORD-01524,DHL,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01525,ORD-01525,DHL,2025-06-15,2025-06-20,2025-06-21
SHP-ORD-01526,ORD-01526,FedEx,2025-06-15,2025-06-20,2025-06-20
SHP-ORD-01527,ORD-01527,DHL,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01528,ORD-01528,DHL,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01529,ORD-01529,DHL,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01530,ORD-01530,DHL,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01531,ORD-01531,FedEx,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01532,ORD-01532,Carrier B,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01533,ORD-01533,DHL,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01534,ORD-01534,DHL,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01535,ORD-01535,FedEx,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01536,ORD-01536,FedEx,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01537,ORD-01537,DHL,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01538,ORD-01538,DHL,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01539,ORD-01539,DHL,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01540,ORD-01540,FedEx,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01541,ORD-01541,Carrier B,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01542,ORD-01542,DHL,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01543,ORD-01543,FedEx,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01544,ORD-01544,DHL,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01545,ORD-01545,Carrier B,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01546,ORD-01546,DHL,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01547,ORD-01547,FedEx,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01548,ORD-01548,DHL,2025-06-16,2025-06-21,2025-06-22
SHP-ORD-01549,ORD-01549,FedEx,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01550,ORD-01550,FedEx,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01551,ORD-01551,FedEx,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01552,ORD-01552,DHL,2025-06-16,2025-06-21,2025-06-23
SHP-ORD-01553,ORD-01553,FedEx,2025-06-16,2025-06-21,2025-06-21
SHP-ORD-01554,ORD-01554,Carrier B,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01555,ORD-01555,FedEx,2025-06-17,2025-06-22,2025-06-24
SHP-ORD-01556,ORD-01556,FedEx,2025-06-17,2025-06-22,2025-06-24
SHP-ORD-01557,ORD-01557,DHL,2025-06-17,2025-06-22,2025-06-24
SHP-ORD-01558,ORD-01558,FedEx,2025-06-17,2025-06-22,2025-06-22
SHP-ORD-01559,ORD-01559,DHL,2025-06-17,2025-06-22,2025-06-24
SHP-ORD-01560,ORD-01560,FedEx,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01561,ORD-01561,FedEx,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01562,ORD-01562,FedEx,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01563,ORD-01563,DHL,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01564,ORD-01564,FedEx,2025-06-17,2025-06-22,2025-06-22
SHP-ORD-01565,ORD-01565,DHL,2025-06-17,2025-06-22,2025-06-22
SHP-ORD-01566,ORD-01566,DHL,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01567,ORD-01567,DHL,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01568,ORD-01568,DHL,2025-06-17,2025-06-22,2025-06-24
SHP-ORD-01569,ORD-01569,DHL,2025-06-17,2025-06-22,2025-06-22
SHP-ORD-01570,ORD-01570,Carrier B,2025-06-17,2025-06-22,2025-06-24
SHP-ORD-01571,ORD-01571,FedEx,2025-06-17,2025-06-22,2025-06-23
SHP-ORD-01572,ORD-01572,FedEx,2025-06-17,2025-06-22,2025-06-24
SHP-ORD-01573,ORD-01573,FedEx,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01574,ORD-01574,FedEx,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01575,ORD-01575,FedEx,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01576,ORD-01576,DHL,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01577,ORD-01577,DHL,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01578,ORD-01578,Carrier B,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01579,ORD-01579,FedEx,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01580,ORD-01580,FedEx,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01581,ORD-01581,Carrier B,2025-06-18,2025-06-23,2025-06-25
SHP-ORD-01582,ORD-01582,Carrier B,2025-06-18,2025-06-23,2025-06-25
SHP-ORD-01583,ORD-01583,DHL,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01584,ORD-01584,DHL,2025-06-18,2025-06-23,2025-06-25
SHP-ORD-01585,ORD-01585,Carrier B,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01586,ORD-01586,DHL,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01587,ORD-01587,FedEx,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01588,ORD-01588,Carrier B,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01589,ORD-01589,DHL,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01590,ORD-01590,FedEx,2025-06-18,2025-06-23,2025-06-25
SHP-ORD-01591,ORD-01591,DHL,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01592,ORD-01592,DHL,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01593,ORD-01593,Carrier B,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01594,ORD-01594,FedEx,2025-06-18,2025-06-23,2025-06-25
SHP-ORD-01595,ORD-01595,Carrier B,2025-06-18,2025-06-23,2025-06-25
SHP-ORD-01596,ORD-01596,DHL,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01597,ORD-01597,DHL,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01598,ORD-01598,FedEx,2025-06-18,2025-06-23,2025-06-24
SHP-ORD-01599,ORD-01599,DHL,2025-06-18,2025-06-23,2025-06-23
SHP-ORD-01600,ORD-01600,Carrier B,2025-06-19,2025-06-24,2025-06-25
SHP-ORD-01601,ORD-01601,FedEx,2025-06-19,2025-06-24,2025-06-26
SHP-ORD-01602,ORD-01602,FedEx,2025-06-19,2025-06-24,2025-06-26
SHP-ORD-01603,ORD-01603,DHL,2025-06-19,2025-06-24,2025-06-24
SHP-ORD-01604,ORD-01604,DHL,2025-06-19,2025-06-24,2025-06-26
SHP-ORD-01605,ORD-01605,FedEx,2025-06-19,2025-06-24,2025-06-25
SHP-ORD-01606,ORD-01606,DHL,2025-06-19,2025-06-24,2025-06-24
SHP-ORD-01607,ORD-01607,DHL,2025-06-19,2025-06-24,2025-06-25
SHP-ORD-01608,ORD-01608,FedEx,2025-06-19,2025-06-24,2025-06-25
SHP-ORD-01609,ORD-01609,DHL,2025-06-19,2025-06-24,2025-06-26
SHP-ORD-01610,ORD-01610,FedEx,2025-06-19,2025-06-24,2025-06-26
SHP-ORD-01611,ORD-01611,DHL,2025-06-20,2025-06-25,2025-06-27
SHP-ORD-01612,ORD-01612,DHL,2025-06-20,2025-06-25,2025-06-25
SHP-ORD-01613,ORD-01613,DHL,2025-06-20,2025-06-25,2025-06-27
SHP-ORD-01614,ORD-01614,FedEx,2025-06-20,2025-06-25,2025-06-25
SHP-ORD-01615,ORD-01615,FedEx,2025-06-20,2025-06-25,2025-06-25
SHP-ORD-01616,ORD-01616,Carrier B,2025-06-20,2025-06-25,2025-06-27
SHP-ORD-01617,ORD-01617,DHL,2025-06-20,2025-06-25,2025-06-26
SHP-ORD-01618,ORD-01618,DHL,2025-06-20,2025-06-25,2025-06-26
SHP-ORD-01619,ORD-01619,DHL,2025-06-20,2025-06-25,2025-06-26
SHP-ORD-01620,ORD-01620,DHL,2025-06-20,2025-06-25,2025-06-27
SHP-ORD-01621,ORD-01621,FedEx,2025-06-20,2025-06-25,2025-06-26
SHP-ORD-01622,ORD-01622,FedEx,2025-06-20,2025-06-25,2025-06-27
SHP-ORD-01623,ORD-01623,FedEx,2025-06-20,2025-06-25,2025-06-26
SHP-ORD-01624,ORD-01624,DHL,2025-06-20,2025-06-25,2025-06-26
SHP-ORD-01625,ORD-01625,FedEx,2025-06-20,2025-06-25,2025-06-26
SHP-ORD-01626,ORD-01626,FedEx,2025-06-20,2025-06-25,2025-06-27
SHP-ORD-01627,ORD-01627,DHL,2025-06-20,2025-06-25,2025-06-25
SHP-ORD-01628,ORD-01628,FedEx,2025-06-20,2025-06-25,2025-06-27
SHP-ORD-01629,ORD-01629,DHL,2025-06-20,2025-06-25,2025-06-25
SHP-ORD-01630,ORD-01630,FedEx,2025-06-21,2025-06-26,2025-06-28
SHP-ORD-01631,ORD-01631,FedEx,2025-06-21,2025-06-26,2025-06-28
SHP-ORD-01632,ORD-01632,DHL,2025-06-21,2025-06-26,2025-06-28
SHP-ORD-01633,ORD-01633,FedEx,2025-06-21,2025-06-26,2025-06-26
SHP-ORD-01634,ORD-01634,Carrier B,2025-06-21,2025-06-26,2025-06-26
SHP-ORD-01635,ORD-01635,DHL,2025-06-21,2025-06-26,2025-06-26
SHP-ORD-01636,ORD-01636,FedEx,2025-06-21,2025-06-26,2025-06-28
SHP-ORD-01637,ORD-01637,FedEx,2025-06-21,2025-06-26,2025-06-28
SHP-ORD-01638,ORD-01638,DHL,2025-06-21,2025-06-26,2025-06-27
SHP-ORD-01639,ORD-01639,FedEx,2025-06-21,2025-06-26,2025-06-28
SHP-ORD-01640,ORD-01640,FedEx,2025-06-21,2025-06-26,2025-06-28
SHP-ORD-01641,ORD-01641,DHL,2025-06-21,2025-06-26,2025-06-27
SHP-ORD-01642,ORD-01642,Carrier B,2025-06-21,2025-06-26,2025-06-27
SHP-ORD-01643,ORD-01643,DHL,2025-06-21,2025-06-26,2025-06-27
SHP-ORD-01644,ORD-01644,DHL,2025-06-22,2025-06-27,2025-06-28
SHP-ORD-01645,ORD-01645,Carrier B,2025-06-22,2025-06-27,2025-06-27
SHP-ORD-01646,ORD-01646,FedEx,2025-06-22,2025-06-27,2025-06-29
SHP-ORD-01647,ORD-01647,Carrier B,2025-06-22,2025-06-27,2025-06-29
SHP-ORD-01648,ORD-01648,DHL,2025-06-22,2025-06-27,2025-06-29
SHP-ORD-01649,ORD-01649,FedEx,2025-06-22,2025-06-27,2025-06-28
SHP-ORD-01650,ORD-01650,Carrier B,2025-06-22,2025-06-27,2025-06-27
SHP-ORD-01651,ORD-01651,FedEx,2025-06-22,2025-06-27,2025-06-27
SHP-ORD-01652,ORD-01652,FedEx,2025-06-22,2025-06-27,2025-06-28
SHP-ORD-01653,ORD-01653,DHL,2025-06-22,2025-06-27,2025-06-28
SHP-ORD-01654,ORD-01654,DHL,2025-06-22,2025-06-27,2025-06-28
SHP-ORD-01655,ORD-01655,FedEx,2025-06-22,2025-06-27,2025-06-27
SHP-ORD-01656,ORD-01656,FedEx,2025-06-23,2025-06-28,2025-06-30
SHP-ORD-01657,ORD-01657,DHL,2025-06-23,2025-06-28,2025-06-30
SHP-ORD-01658,ORD-01658,DHL,2025-06-23,2025-06-28,2025-06-30
SHP-ORD-01659,ORD-01659,DHL,2025-06-23,2025-06-28,2025-06-30
SHP-ORD-01660,ORD-01660,Carrier B,2025-06-23,2025-06-28,2025-06-30
SHP-ORD-01661,ORD-01661,FedEx,2025-06-23,2025-06-28,2025-06-29
SHP-ORD-01662,ORD-01662,FedEx,2025-06-23,2025-06-28,2025-06-29
SHP-ORD-01663,ORD-01663,DHL,2025-06-23,2025-06-28,2025-06-29
SHP-ORD-01664,ORD-01664,DHL,2025-06-23,2025-06-28,2025-06-29
SHP-ORD-01665,ORD-01665,FedEx,2025-06-23,2025-06-28,2025-06-29
SHP-ORD-01666,ORD-01666,FedEx,2025-06-23,2025-06-28,2025-06-28
SHP-ORD-01667,ORD-01667,Carrier B,2025-06-23,2025-06-28,2025-06-28
SHP-ORD-01668,ORD-01668,Carrier B,2025-06-23,2025-06-28,2025-06-28
SHP-ORD-01669,ORD-01669,DHL,2025-06-23,2025-06-28,2025-06-30
SHP-ORD-01670,ORD-01670,FedEx,2025-06-23,2025-06-28,2025-06-30
SHP-ORD-01671,ORD-01671,Carrier B,2025-06-23,2025-06-28,2025-06-28
SHP-ORD-01672,ORD-01672,Carrier B,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01673,ORD-01673,DHL,2025-06-24,2025-06-29,2025-07-01
SHP-ORD-01674,ORD-01674,Carrier B,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01675,ORD-01675,Carrier B,2025-06-24,2025-06-29,2025-07-01
SHP-ORD-01676,ORD-01676,Carrier B,2025-06-24,2025-06-29,2025-07-01
SHP-ORD-01677,ORD-01677,Carrier B,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01678,ORD-01678,DHL,2025-06-24,2025-06-29,2025-06-29
SHP-ORD-01679,ORD-01679,DHL,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01680,ORD-01680,DHL,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01681,ORD-01681,DHL,2025-06-24,2025-06-29,2025-06-29
SHP-ORD-01682,ORD-01682,DHL,2025-06-24,2025-06-29,2025-06-29
SHP-ORD-01683,ORD-01683,Carrier B,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01684,ORD-01684,DHL,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01685,ORD-01685,DHL,2025-06-24,2025-06-29,2025-06-30
SHP-ORD-01686,ORD-01686,DHL,2025-06-25,2025-06-30,2025-07-01
SHP-ORD-01687,ORD-01687,DHL,2025-06-25,2025-06-30,2025-06-30
SHP-ORD-01688,ORD-01688,DHL,2025-06-25,2025-06-30,2025-06-30
SHP-ORD-01689,ORD-01689,FedEx,2025-06-25,2025-06-30,2025-07-01
SHP-ORD-01690,ORD-01690,DHL,2025-06-25,2025-06-30,2025-07-01
SHP-ORD-01691,ORD-01691,FedEx,2025-06-25,2025-06-30,2025-07-02
SHP-ORD-01692,ORD-01692,FedEx,2025-06-25,2025-06-30,2025-06-30
SHP-ORD-01693,ORD-01693,DHL,2025-06-25,2025-06-30,2025-06-30
SHP-ORD-01694,ORD-01694,FedEx,2025-06-25,2025-06-30,2025-07-02
SHP-ORD-01695,ORD-01695,FedEx,2025-06-25,2025-06-30,2025-07-01
